桩号,填方面积(㎡),挖方面积(㎡),清表面积(㎡),清表左边界X,清表右边界X,top,CRR,C1,C2,G15,G7,top,CRR,C1,C2,G15,G17
K99+500,5.671,0.016,5.638,-11.901,6.597,0.252,0.785,0.826,0.868,0.910,0.951,0.253,0.791,0.840,0.889,0.938,0.986
K99+525,8.311,0.015,5.695,-12.125,6.558,0.252,0.785,0.826,0.868,0.910,0.951,0.253,0.791,0.840,0.889,0.938,0.986
K99+550,10.735,0.000,5.704,-11.931,6.827,0.252,0.785,0.826,0.868,0.910,0.951,0.253,0.791,0.840,0.889,0.938,0.986
K99+575,13.203,0.004,6.646,-12.914,8.877,0.252,0.785,0.826,0.868,0.910,0.951,0.253,0.791,0.840,0.889,0.938,0.986
K99+600,9.309,0.000,5.672,-11.663,7.004,0.252,0.785,0.826,0.868,0.910,0.951,0.253,0.791,0.840,0.889,0.938,0.986
K99+625,11.165,0.000,5.746,-11.874,7.097,0.252,0.785,0.827,0.869,0.912,0.954,0.253,0.791,0.839,0.888,0.937,0.985
K99+650,9.611,0.032,5.553,-11.681,6.545,0.252,0.787,0.832,0.876,0.921,0.965,0.253,0.790,0.837,0.885,0.932,0.980
K99+675,8.213,0.000,5.527,-11.160,7.102,0.253,0.789,0.837,0.884,0.931,0.978,0.253,0.789,0.837,0.884,0.932,0.979
K99+700,7.089,0.009,5.517,-11.049,7.087,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+725,5.397,0.477,5.218,-10.533,6.737,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+750,3.021,1.367,5.097,-10.294,6.514,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+775,3.255,1.408,5.306,-10.698,6.707,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+800,2.541,0.933,4.925,-9.915,6.362,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+825,3.020,1.173,4.983,-10.147,6.386,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+850,3.132,0.070,4.998,-9.926,6.669,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+875,3.772,0.279,5.162,-10.419,6.681,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+900,2.978,0.714,5.132,-10.213,6.749,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+925,3.430,0.474,5.226,-10.390,6.851,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+950,6.140,3.084,6.062,-10.765,7.986,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K99+975,4.294,0.016,5.150,-10.422,6.616,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+000,5.992,0.000,5.358,-10.569,7.172,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+025,4.924,1.714,6.308,-10.972,9.359,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+050,7.095,0.681,6.455,-10.876,10.080,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+075,8.677,0.231,5.146,-10.891,6.046,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+100,10.178,0.126,5.232,-11.019,6.199,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+125,7.461,0.000,5.341,-10.772,6.729,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+150,5.870,0.023,5.150,-10.502,6.492,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+175,6.279,0.000,5.294,-10.724,6.783,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+200,6.184,0.000,5.187,-10.382,6.820,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+225,7.556,0.000,6.578,-10.892,10.683,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+250,11.829,0.000,5.449,-10.789,7.277,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+275,13.594,0.368,6.373,-10.901,10.153,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+300,12.968,0.128,6.640,-10.320,11.191,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+325,19.506,0.074,6.885,-11.336,11.293,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+350,20.255,0.000,7.056,-11.267,11.716,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+375,22.324,0.000,6.956,-10.957,11.967,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+400,20.637,0.000,6.835,-10.881,11.649,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+425,21.142,0.000,7.013,-11.391,11.521,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+450,20.359,0.000,7.159,-11.304,11.610,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+475,17.976,0.124,6.775,-11.193,10.912,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+500,15.611,0.130,6.439,-11.076,10.171,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+525,13.261,0.000,5.446,-10.768,7.192,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+550,10.770,0.000,5.367,-10.224,7.558,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+575,8.282,0.000,5.265,-10.280,7.099,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+600,6.436,1.409,6.361,-10.174,10.465,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+625,4.115,0.089,4.906,-9.915,6.325,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+650,3.047,0.115,4.787,-9.591,6.292,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+675,2.927,0.211,5.176,-9.731,7.320,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+700,1.714,0.250,4.784,-9.546,6.263,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+725,1.238,0.402,4.802,-9.470,6.421,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+750,1.192,0.992,4.824,-9.484,6.470,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K100+775,3.243,0.688,5.051,-10.108,6.579,0.252,0.787,0.832,0.877,0.922,0.967,0.253,0.789,0.837,0.884,0.932,0.979
K100+800,6.606,0.861,5.380,-11.362,6.398,0.252,0.785,0.828,0.870,0.913,0.955,0.253,0.790,0.839,0.887,0.935,0.983
K100+825,2.846,4.945,5.588,-10.455,7.658,0.252,0.785,0.827,0.869,0.911,0.953,0.253,0.790,0.839,0.887,0.936,0.984
K100+850,6.818,0.174,5.164,-10.909,6.144,0.252,0.785,0.827,0.869,0.911,0.953,0.253,0.790,0.839,0.887,0.936,0.984
K100+875,7.483,0.351,5.137,-11.013,5.958,0.252,0.785,0.827,0.869,0.911,0.953,0.253,0.790,0.839,0.887,0.936,0.984
K100+900,6.184,0.075,5.133,-10.591,6.435,0.252,0.785,0.827,0.869,0.911,0.953,0.253,0.790,0.839,0.887,0.936,0.984
K100+925,5.947,0.141,5.000,-10.304,6.209,0.252,0.786,0.830,0.874,0.918,0.962,0.253,0.790,0.838,0.885,0.933,0.981
K100+950,6.135,0.006,5.142,-10.418,6.600,0.253,0.789,0.835,0.881,0.928,0.974,0.253,0.789,0.837,0.884,0.932,0.979
K100+975,3.744,0.083,4.911,-9.939,6.302,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+000,2.959,0.172,4.761,-9.562,6.124,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+025,0.697,0.715,4.717,-9.406,6.122,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+050,0.652,0.881,4.731,-9.342,6.241,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+075,1.873,0.450,4.583,-9.259,5.757,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+100,2.441,0.075,4.866,-9.723,6.306,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+125,2.916,0.413,4.711,-9.715,5.843,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+150,4.396,2.147,6.101,-10.042,9.691,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+175,4.783,2.491,6.011,-10.186,9.036,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+200,3.924,2.558,5.888,-10.271,8.768,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+225,2.453,0.388,4.739,-9.807,5.779,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+250,1.767,0.674,4.549,-9.393,5.589,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+275,2.488,0.346,4.704,-9.596,5.951,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+300,1.093,0.408,4.770,-9.670,6.105,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+325,0.086,3.708,4.911,-9.292,6.577,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+350,0.139,2.026,4.403,-9.049,5.455,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+375,0.706,1.133,4.484,-9.313,5.422,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+400,2.424,1.279,5.249,-10.057,7.028,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+425,5.202,0.617,4.907,-10.496,5.520,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+450,7.518,1.733,6.311,-10.446,10.051,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+475,9.746,1.428,6.739,-11.704,10.140,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+500,11.360,1.139,6.857,-11.842,10.216,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+525,13.032,0.859,6.903,-11.817,10.519,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+550,20.740,0.000,7.443,-12.560,11.217,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+575,15.408,0.643,6.786,-11.733,10.439,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+600,5.284,0.135,5.115,-10.692,6.133,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+625,3.241,0.004,5.109,-10.107,6.787,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+650,3.748,0.085,5.002,-10.142,6.268,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+675,2.623,0.168,2.579,-10.046,6.226,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+700,0.710,1.381,4.767,-9.727,5.999,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+725,0.551,1.375,4.654,-9.528,5.872,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+750,0.040,3.235,3.688,-6.654,5.579,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+775,0.000,5.682,4.799,-6.222,9.593,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+800,0.000,9.572,5.024,-5.851,10.679,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+825,0.000,8.376,4.765,-5.708,9.986,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+850,0.000,7.469,4.633,-5.340,9.956,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+875,0.000,9.958,4.962,-5.524,10.701,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+900,0.001,9.430,6.085,-9.060,10.749,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+925,0.000,9.071,4.926,-5.627,10.395,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+950,0.000,7.304,4.982,-6.012,10.137,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K101+975,1.549,0.879,4.782,-9.983,5.853,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+000,8.065,0.000,5.300,-10.598,6.894,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+025,12.452,0.000,5.521,-10.840,7.415,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+050,14.408,0.798,6.674,-11.457,10.299,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+075,18.100,0.000,5.791,-11.479,7.668,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+100,22.416,0.000,6.875,-12.054,10.536,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+125,25.492,0.000,6.295,-12.335,8.351,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+150,26.229,0.000,6.261,-12.473,8.202,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+175,24.902,0.098,6.874,-12.305,10.347,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+200,23.148,0.182,7.095,-12.109,10.992,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+225,22.352,0.000,7.017,-12.410,10.268,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+250,15.795,0.128,5.458,-11.652,6.167,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+275,15.343,0.505,6.718,-11.492,10.332,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+300,14.366,0.000,5.449,-11.076,6.889,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+325,11.811,0.000,5.510,-11.082,7.113,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+350,6.566,0.241,5.033,-10.592,5.976,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+375,3.877,0.041,5.047,-10.276,6.411,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+400,1.178,0.911,4.950,-9.844,6.460,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+425,0.463,3.708,4.839,-9.895,6.042,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+450,0.059,5.298,4.504,-9.396,5.471,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+475,0.000,7.360,5.620,-9.026,9.402,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+500,0.000,5.591,3.525,-6.221,5.437,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+525,0.000,8.326,4.890,-6.381,9.542,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+550,0.031,3.893,3.795,-6.529,6.013,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+575,0.750,2.369,4.647,-9.443,5.941,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+600,1.077,0.500,4.759,-9.283,6.467,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+625,5.454,0.000,5.213,-10.546,6.659,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+650,7.927,0.000,5.278,-10.401,7.014,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+675,11.281,0.000,5.523,-11.092,7.161,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+700,11.404,0.000,5.544,-11.059,7.183,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+725,7.509,0.000,5.361,-10.578,7.066,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+750,5.919,0.000,5.151,-10.183,6.754,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+775,4.000,0.289,4.797,-9.678,6.017,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+800,1.834,0.508,4.568,-9.300,5.694,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+825,2.398,0.151,4.807,-9.600,6.200,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+850,2.999,0.000,5.031,-9.372,7.280,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+875,2.445,0.223,4.988,-10.124,6.241,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+900,1.318,1.187,4.856,-9.538,6.422,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+925,1.074,1.857,4.818,-9.808,5.977,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+950,0.915,1.466,4.858,-9.436,6.563,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K102+975,1.873,0.578,5.084,-9.641,6.969,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+000,8.496,0.000,5.476,-10.432,7.564,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+025,11.896,0.177,6.056,-9.779,10.078,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+050,17.344,0.000,5.764,-11.075,7.934,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+075,18.940,0.000,5.754,-11.257,7.636,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+100,19.911,0.000,5.995,-11.874,7.717,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+125,18.576,0.000,6.037,-12.194,7.664,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+150,19.417,0.009,5.651,-11.608,6.583,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+175,14.977,0.000,5.580,-11.090,7.356,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+200,15.836,0.000,5.722,-11.175,7.743,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+225,17.125,0.000,5.633,-10.954,7.673,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+250,19.348,0.038,6.691,-11.411,10.682,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+275,22.374,0.229,6.806,-11.458,10.806,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+300,21.720,0.000,6.699,-11.213,10.787,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+325,22.341,0.196,6.671,-11.483,10.496,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+350,21.276,0.082,6.789,-11.260,10.986,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+375,21.652,0.271,6.816,-11.194,10.942,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+400,19.077,0.021,6.624,-10.954,10.710,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+425,19.174,0.000,6.505,-10.719,10.592,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+450,19.132,0.210,6.768,-11.002,11.069,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+475,19.348,0.021,6.651,-11.016,10.821,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+500,17.380,0.000,6.498,-10.540,10.891,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+525,16.947,0.131,6.757,-10.884,10.827,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+550,14.346,0.293,6.610,-10.734,10.568,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+575,12.080,0.014,6.669,-10.925,10.753,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+600,22.172,0.000,7.270,-11.689,10.823,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+625,13.876,0.000,6.509,-10.795,10.376,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+650,13.064,0.000,6.400,-10.568,10.204,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+675,14.909,0.186,6.368,-10.258,10.036,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+700,15.822,0.068,6.578,-11.017,10.149,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+725,15.889,0.000,6.374,-10.550,10.517,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+750,15.595,0.191,6.392,-10.428,10.180,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+775,16.741,0.000,6.359,-10.684,10.000,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+800,18.527,0.000,5.575,-10.799,7.636,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+825,19.424,0.000,5.605,-10.966,7.502,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+850,20.015,0.000,5.681,-11.044,7.731,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+875,20.468,0.000,5.742,-11.035,7.969,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+900,19.255,0.000,5.619,-10.739,7.848,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+925,19.079,0.000,5.692,-10.829,7.954,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+950,19.105,0.000,5.719,-10.973,7.869,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K103+975,20.701,0.000,5.868,-11.102,8.219,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+000,16.630,0.000,5.913,-10.216,9.370,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+025,13.686,0.000,5.760,-9.920,9.165,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+050,12.462,0.000,5.848,-10.191,9.221,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+075,9.512,0.000,5.274,-10.238,7.246,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+100,10.347,0.231,5.059,-10.662,5.915,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+125,10.360,0.000,5.313,-10.302,7.002,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+150,10.846,0.000,5.410,-10.611,7.111,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
K104+175,11.894,0.000,5.294,-10.144,7.401,0.253,0.789,0.837,0.884,0.932,0.979,0.253,0.789,0.837,0.884,0.932,0.979
